REF_AREA,INDICATOR,SEX,AGE,AGE_AT_BIRTH,WEALTH_QUINTILE,RESIDENCE,MOTHER_EDUCATION,DATA_SOURCE,UNIT_MULTIPLIER,UNIT_MEASURE,SERIES_FOOTNOTE,SUB_SECTOR,TIME_PERIOD,OBS_VALUE,SOWC_FLAG_A,DATA_SOURCE_PRIORITY,OBS_STATUS,OBS_CONF,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,UNWGTD_SAMPL_SIZE,OBS_FOOTNOTE,SOURCE_LINK,TIME_PERIOD_METHOD,COVERAGE_TIME
MAR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1503,0,PCNT,,FAMILY_PLANNING,2018,72,,1,RP,F,,,,,,,EOF,
PRK,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_702,0,PCNT,,FAMILY_PLANNING,2002,68.2,,1,RP,F,,,,,,,EOF,
PRK,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_708,0,PCNT,,FAMILY_PLANNING,2014,89.8,,1,RP,F,,,,,,,EOF,
PRK,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_707,0,PCNT,,FAMILY_PLANNING,2010,76.7,,1,RP,F,,,,,,,EOF,
PRK,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_710,0,PCNT,,FAMILY_PLANNING,2017,89.6,,1,RP,F,,,,,,,EOF,
MDG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1322,0,PCNT,,FAMILY_PLANNING,2018,65.9,,1,RP,F,,,,,,,EOF,
MDG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2686,0,PCNT,,FAMILY_PLANNING,2021,64.7,,1,RP,F,,,,,,,EOF,
MDG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1316,0,PCNT,,FAMILY_PLANNING,2008,48.6,,1,RP,F,,,,,,,EOF,
TZA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2022,37.4,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
RUS,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1869,0,PCNT,,FAMILY_PLANNING,2011,72.4,,1,RP,F,,,,,,,EOF,
ARG,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2020,75.6,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
EGY,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_776,0,PCNT,,FAMILY_PLANNING,2014,80,,1,RP,F,,,,,,,EOF,
EGY,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_770,0,PCNT,,FAMILY_PLANNING,2003,78.8,,1,RP,F,,,,,,,EOF,
EGY,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_772,0,PCNT,,FAMILY_PLANNING,2005,79,,1,RP,F,,,,,,,EOF,
EGY,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_774,0,PCNT,,FAMILY_PLANNING,2008,80.1,,1,RP,F,,,,,,,EOF,
MDG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1314,0,PCNT,,FAMILY_PLANNING,2003,34.8,,1,RP,F,,,,,,,EOF,
MDG,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1321,0,PCNT,,FAMILY_PLANNING,2017,60,,1,RP,F,,,,,,,EOF,
PRK,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_704,0,PCNT,,FAMILY_PLANNING,2006,68.9,,1,RP,F,,,,,,,EOF,
PAK,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2018,23.3,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
GIN,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2018,32.7,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
MDA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2012,52.1,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
SYR,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2009,31.4,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
SLV,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2910,0,PCNT,,FAMILY_PLANNING,2014,70.2,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
YEM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2243,0,PCNT,,FAMILY_PLANNING,2013,40.5,,1,RP,F,,,,,,,EOF,
CIV,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2912,0,PCNT,,FAMILY_PLANNING,2022,38.1,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
YEM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2240,0,PCNT,,FAMILY_PLANNING,2006,37.4,,1,RP,F,,,,,,,EOF,
LCA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2012,53.2,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
JOR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1165,0,PCNT,,FAMILY_PLANNING,2002,58.3,,1,RP,F,,,,,,,EOF,
LAO,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1257,0,PCNT,,FAMILY_PLANNING,2017,72.3,,1,RP,F,,,,,,,EOF,
LAO,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1255,0,PCNT,,FAMILY_PLANNING,2011,60.5,,1,RP,F,,,,,,,EOF,
NGA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2021,18.2,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
GBR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2166,0,PCNT,,FAMILY_PLANNING,2010,86.5,,1,RP,F,,,,,,,EOF,
MEX,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1447,0,PCNT,,FAMILY_PLANNING,2003,82.1,,1,RP,F,,,,,,,EOF,
MEX,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1451,0,PCNT,,FAMILY_PLANNING,2009,81.9,,1,RP,F,,,,,,,EOF,
MEX,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1448,0,PCNT,,FAMILY_PLANNING,2006,80.2,,1,RP,F,,,,,,,EOF,
MEX,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1460,0,PCNT,,FAMILY_PLANNING,2015,79.8,,1,RP,F,,,,,,,EOF,
MEX,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1457,0,PCNT,,FAMILY_PLANNING,2014,81.6,,1,RP,F,,,,,,,EOF,
MEX,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1463,0,PCNT,,FAMILY_PLANNING,2018,83.2,,1,RP,F,,,,,,,EOF,
SEN,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2023,30.5,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
KIR,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2019,30.2,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
PAN,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2015,71.5,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
AUREC_COMESA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,63.5,,1,RA,F,,,,,,,EOF,
USA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2019,82.2,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
LAO,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1250,0,PCNT,,FAMILY_PLANNING,2005,53.3,,1,RP,F,,,,,,,EOF,
LAO,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1247,0,PCNT,,FAMILY_PLANNING,2000,40.3,,1,RP,F,,,,,,,EOF,
PSE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2029,0,PCNT,,FAMILY_PLANNING,2014,64.8,,1,RP,F,,,,,,,EOF,
PSE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2027,0,PCNT,,FAMILY_PLANNING,2010,64.9,,1,RP,F,,,,,,,EOF,
PSE,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2031,0,PCNT,,FAMILY_PLANNING,2019,61,,1,RP,F,,,,,,,EOF,
QAT,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1834,0,PCNT,,FAMILY_PLANNING,2012,68.9,,1,RP,F,,,,,,,EOF,
KAZ,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2910,0,PCNT,,FAMILY_PLANNING,2015,64.2,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
TLS,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2016,22.1,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
MOZ,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1514,0,PCNT,,FAMILY_PLANNING,2015,55.5,,1,RP,F,,,,,,,EOF,
MOZ,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2840,0,PCNT,,FAMILY_PLANNING,2022,52.1,,1,RP,F,,,,,,,EOF,
MOZ,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1506,0,PCNT,,FAMILY_PLANNING,2003,42.3,,1,RP,F,,,,,,,EOF,
MOZ,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1510,0,PCNT,,FAMILY_PLANNING,2011,36.5,,1,RP,F,,,,,,,EOF,
KEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1200,0,PCNT,,FAMILY_PLANNING,2019,75.1,,1,RP,F,,,,,,,EOF,
KEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1199,0,PCNT,,FAMILY_PLANNING,2018,77.3,,1,RP,F,,,,,,,EOF,
KEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3078,0,PCNT,,FAMILY_PLANNING,2021,75.6,,1,RP,F,,,,,,,EOF,
KEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1202,0,PCNT,,FAMILY_PLANNING,2020,77.1,,1,RP,F,,,,,,,EOF,
KEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2679,0,PCNT,,FAMILY_PLANNING,2022,79.3,,1,RP,F,,,,,,,EOF,
KEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2678,0,PCNT,,FAMILY_PLANNING,2015,73.4,,1,RP,F,,,,,,,EOF,
KEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1198,0,PCNT,,FAMILY_PLANNING,2017,76,,1,RP,F,,,,,,,EOF,
KEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1196,0,PCNT,,FAMILY_PLANNING,2016,75.2,,1,RP,F,,,,,,,EOF,
AUREC_ECOWAS,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,19.9,,1,RA,F,,,,,,,EOF,
VNM,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2021,41.7,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
ALB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_34,0,PCNT,,FAMILY_PLANNING,2017,6.3,,1,RP,F,,,,,,,EOF,
ALB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_31,0,PCNT,,FAMILY_PLANNING,2008,13.9,,1,RP,F,,,,,,,EOF,
PHL,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2022,46.2,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
SOM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2629,0,PCNT,,FAMILY_PLANNING,2018,2.1,,1,RP,F,,,,,,,EOF,
HND,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1015,0,PCNT,,FAMILY_PLANNING,2005,69.2,,1,RP,F,,,,,,,EOF,
HND,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1022,0,PCNT,,FAMILY_PLANNING,2019,79,,1,RP,F,,,,,,,EOF,
HND,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1017,0,PCNT,,FAMILY_PLANNING,2011,76,,1,RP,F,,,,,,,EOF,
LBR,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2020,16.3,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
TTO,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3151,0,PCNT,,FAMILY_PLANNING,2022,45.4,,1,RP,F,,,,,,,EOF,
TTO,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2113,0,PCNT,,FAMILY_PLANNING,2011,58.2,,1,RP,F,,,,,,,EOF,
TTO,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2110,0,PCNT,,FAMILY_PLANNING,2006,55.1,,1,RP,F,,,,,,,EOF,
COL,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_545,0,PCNT,,FAMILY_PLANNING,2009,83.9,,1,RP,F,,,,,,,EOF,
COL,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_538,0,PCNT,,FAMILY_PLANNING,2004,78,,1,RP,F,,,,,,,EOF,
COL,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_557,0,PCNT,,FAMILY_PLANNING,2015,86.6,,1,RP,F,,,,,,,EOF,
UNICEF_SSA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,56.1,,1,RA,F,,,,,,,EOF,
HND,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1013,0,PCNT,,FAMILY_PLANNING,2001,71.2,,1,RP,F,,,,,,,EOF,
PRY,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2910,0,PCNT,,FAMILY_PLANNING,2016,82.9,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
ZAF,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1997,0,PCNT,,FAMILY_PLANNING,2003,81.1,,1,RP,F,,,,,,,EOF,
ZAF,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2002,0,PCNT,,FAMILY_PLANNING,2016,79.7,,1,RP,F,,,,,,,EOF,
COG,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2015,27.6,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
MDV,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2017,9.5,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
AU_WESTERN_AFRICA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,25.3,,1,RA,F,,,,,,,EOF,
NAM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1532,0,PCNT,,FAMILY_PLANNING,2013,80.4,,1,RP,F,,,,,,,EOF,
NAM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1529,0,PCNT,,FAMILY_PLANNING,2006,77.3,,1,RP,F,,,,,,,EOF,
AGO,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2016,14.9,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
ARM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_133,0,PCNT,,FAMILY_PLANNING,2015,40.2,,1,RP,F,,,,,,,EOF,
ARM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_128,0,PCNT,,FAMILY_PLANNING,2010,39.4,,1,RP,F,,,,,,,EOF,
ARM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_124,0,PCNT,,FAMILY_PLANNING,2005,27.2,,1,RP,F,,,,,,,EOF,
ARM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_120,0,PCNT,,FAMILY_PLANNING,2000,28.4,,1,RP,F,,,,,,,EOF,
ZMB,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2018,63.3,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
NAM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1527,0,PCNT,,FAMILY_PLANNING,2000,69.1,,1,RP,F,,,,,,,EOF,
FJI,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2021,23.7,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
BLZ,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2910,0,PCNT,,FAMILY_PLANNING,2016,46.8,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
OMN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1661,0,PCNT,,FAMILY_PLANNING,2007,19.1,,1,RP,F,,,,,,,EOF,
OMN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1664,0,PCNT,,FAMILY_PLANNING,2014,39.6,,1,RP,F,,,,,,,EOF,
GTM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_963,0,PCNT,,FAMILY_PLANNING,2002,48.7,,1,RP,F,,,,,,,EOF,
SDN,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2910,0,PCNT,,FAMILY_PLANNING,2014,18.6,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
SLB,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2015,12.8,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
XKX,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2681,0,PCNT,,FAMILY_PLANNING,2019,12.5,,1,RP,F,,,,,,,EOF,
XKX,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3079,0,PCNT,,FAMILY_PLANNING,2013,18.3,,1,RP,F,,,,,,,EOF,
GIN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_979,0,PCNT,,FAMILY_PLANNING,2012,24.6,,1,RP,F,,,,,,,EOF,
GIN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_983,0,PCNT,,FAMILY_PLANNING,2018,37.7,,1,RP,F,,,,,,,EOF,
GIN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_981,0,PCNT,,FAMILY_PLANNING,2016,21.5,,1,RP,F,,,,,,,EOF,
GIN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_974,0,PCNT,,FAMILY_PLANNING,2005,22.9,,1,RP,F,,,,,,,EOF,
GMB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_900,0,PCNT,,FAMILY_PLANNING,2018,37.6,,1,RP,F,,,,,,,EOF,
GMB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_903,0,PCNT,,FAMILY_PLANNING,2019,41.1,,1,RP,F,,,,,,,EOF,
GMB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_897,0,PCNT,,FAMILY_PLANNING,2013,26.7,,1,RP,F,,,,,,,EOF,
IRQ,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1073,0,PCNT,,FAMILY_PLANNING,2011,55.9,,1,RP,F,,,,,,,EOF,
IRQ,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1076,0,PCNT,,FAMILY_PLANNING,2018,53.8,,1,RP,F,,,,,,,EOF,
GTM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_967,0,PCNT,,FAMILY_PLANNING,2008,58.7,,1,RP,F,,,,,,,EOF,
GTM,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_971,0,PCNT,,FAMILY_PLANNING,2014,66.1,,1,RP,F,,,,,,,EOF,
TZA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2898,0,PCNT,,FAMILY_PLANNING,2022,54,,1,RP,F,,,,,,,EOF,
TZA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2175,0,PCNT,,FAMILY_PLANNING,2015,55.1,,1,RP,F,,,,,,,EOF,
TZA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2171,0,PCNT,,FAMILY_PLANNING,2009,50.8,,1,RP,F,,,,,,,EOF,
GMB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_895,0,PCNT,,FAMILY_PLANNING,2010,24.4,,1,RP,F,,,,,,,EOF,
TZA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2167,0,PCNT,,FAMILY_PLANNING,2004,42,,1,RP,F,,,,,,,EOF,
JOR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1169,0,PCNT,,FAMILY_PLANNING,2009,57.8,,1,RP,F,,,,,,,EOF,
JOR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2816,0,PCNT,,FAMILY_PLANNING,2023,54.2,,1,RP,F,,,,,,,EOF,
JOR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1170,0,PCNT,,FAMILY_PLANNING,2012,58,,1,RP,F,,,,,,,EOF,
JOR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1173,0,PCNT,,FAMILY_PLANNING,2017,56.7,,1,RP,F,,,,,,,EOF,
JOR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1167,0,PCNT,,FAMILY_PLANNING,2007,59.1,,1,RP,F,,,,,,,EOF,
THA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2022,89.6,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
KOR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3210,0,PCNT,,FAMILY_PLANNING,2021,74.1,,1,RP,F,,,,,,,EOF,
ETH,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_834,0,PCNT,,FAMILY_PLANNING,2015,59.8,,1,RP,F,,,,,,,EOF,
