REF_AREA,INDICATOR,SEX,AGE,AGE_AT_BIRTH,WEALTH_QUINTILE,RESIDENCE,MOTHER_EDUCATION,DATA_SOURCE,UNIT_MULTIPLIER,UNIT_MEASURE,SERIES_FOOTNOTE,SUB_SECTOR,TIME_PERIOD,OBS_VALUE,SOWC_FLAG_A,DATA_SOURCE_PRIORITY,OBS_STATUS,OBS_CONF,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,UNWGTD_SAMPL_SIZE,OBS_FOOTNOTE,SOURCE_LINK,TIME_PERIOD_METHOD,COVERAGE_TIME
STP,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2019,53.7,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
LKA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2016,57.8,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
AUREC_AMU,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,60.8,,1,RA,F,,,,,,,EOF,
BLR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_258,0,PCNT,,FAMILY_PLANNING,2012,74.2,,1,RP,F,,,,,,,EOF,
BLR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3009,0,PCNT,,FAMILY_PLANNING,2019,66,,1,RP,F,,,,,,,EOF,
TCD,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2019,11.2,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
HTI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1003,0,PCNT,,FAMILY_PLANNING,2000,35,,1,RP,F,,,,,,,EOF,
TUN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3154,0,PCNT,,FAMILY_PLANNING,2023,68.7,,1,RP,F,,,,,,,EOF,
TUN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2121,0,PCNT,,FAMILY_PLANNING,2018,62.7,,1,RP,F,,,,,,,EOF,
TUN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2119,0,PCNT,,FAMILY_PLANNING,2011,73.2,,1,RP,F,,,,,,,EOF,
TUN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2116,0,PCNT,,FAMILY_PLANNING,2001,71.1,,1,RP,F,,,,,,,EOF,
AGO,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_56,0,PCNT,,FAMILY_PLANNING,2015,29.8,,1,RP,F,,,,,,,EOF,
HTI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1006,0,PCNT,,FAMILY_PLANNING,2005,37.7,,1,RP,F,,,,,,,EOF,
HTI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1011,0,PCNT,,FAMILY_PLANNING,2016,45.4,,1,RP,F,,,,,,,EOF,
HTI,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1008,0,PCNT,,FAMILY_PLANNING,2012,45.6,,1,RP,F,,,,,,,EOF,
GEO,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2018,27.1,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
CRI,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2018,77.6,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
UNSDG_LDC,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,62.4,,1,RA,F,,,,,,,EOF,
AUREC_EAC,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,39.5,,1,RA,F,,,,,,,EOF,
TON,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2103,0,PCNT,,FAMILY_PLANNING,2019,49.9,,1,RP,F,,,,,,,EOF,
TON,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2101,0,PCNT,,FAMILY_PLANNING,2012,47.9,,1,RP,F,,,,,,,EOF,
SWZ,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2022,69.5,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
COL,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2016,72.2,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
TCD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_481,0,PCNT,,FAMILY_PLANNING,2019,17.5,,1,RP,F,,,,,,,EOF,
TCD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_479,0,PCNT,,FAMILY_PLANNING,2014,20.2,,1,RP,F,,,,,,,EOF,
TCD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_476,0,PCNT,,FAMILY_PLANNING,2010,13.6,,1,RP,F,,,,,,,EOF,
TCD,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_474,0,PCNT,,FAMILY_PLANNING,2004,8,,1,RP,F,,,,,,,EOF,
NIC,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1570,0,PCNT,,FAMILY_PLANNING,2006,85.7,,1,RP,F,,,,,,,EOF,
TGO,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2093,0,PCNT,,FAMILY_PLANNING,2010,26.1,,1,RP,F,,,,,,,EOF,
TGO,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2097,0,PCNT,,FAMILY_PLANNING,2017,39.6,,1,RP,F,,,,,,,EOF,
TGO,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2095,0,PCNT,,FAMILY_PLANNING,2013,37.4,,1,RP,F,,,,,,,EOF,
UNICEF_MENA,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,54.6,,1,RA,F,,,,,,,EOF,
UZB,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2022,16.5,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
NIC,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1574,0,PCNT,,FAMILY_PLANNING,2011,89.8,,1,RP,F,,,,,,,EOF,
NIC,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1567,0,PCNT,,FAMILY_PLANNING,2001,79,,1,RP,F,,,,,,,EOF,
AUREC_ECCAS,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,24.9,,1,RA,F,,,,,,,EOF,
UNICEF_LAC,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,71.9,,1,RA,F,,,,,,,EOF,
KEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1190,0,PCNT,,FAMILY_PLANNING,2008,55.9,,1,RP,F,,,,,,,EOF,
KEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1193,0,PCNT,,FAMILY_PLANNING,2014,70.7,,1,RP,F,,,,,,,EOF,
KEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1187,0,PCNT,,FAMILY_PLANNING,2003,47.5,,1,RP,F,,,,,,,EOF,
RWA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1878,0,PCNT,,FAMILY_PLANNING,2010,60.2,,1,RP,F,,,,,,,EOF,
RWA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1873,0,PCNT,,FAMILY_PLANNING,2005,17.8,,1,RP,F,,,,,,,EOF,
RWA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1882,0,PCNT,,FAMILY_PLANNING,2014,62.9,,1,RP,F,,,,,,,EOF,
RWA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1885,0,PCNT,,FAMILY_PLANNING,2019,72.1,,1,RP,F,,,,,,,EOF,
RWA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1876,0,PCNT,,FAMILY_PLANNING,2007,38.3,,1,RP,F,,,,,,,EOF,
MNG,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2910,0,PCNT,,FAMILY_PLANNING,2018,52.5,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
RWA,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1871,0,PCNT,,FAMILY_PLANNING,2000,12.6,,1,RP,F,,,,,,,EOF,
BEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_3011,0,PCNT,,FAMILY_PLANNING,2021,36.8,,1,RP,F,,,,,,,EOF,
BEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_275,0,PCNT,,FAMILY_PLANNING,2001,17.1,,1,RP,F,,,,,,,EOF,
BDI,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2017,54.6,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
CAF,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2019,13.6,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
PRY,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1748,0,PCNT,,FAMILY_PLANNING,2016,78.9,,1,RP,F,,,,,,,EOF,
XKX,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2020,0,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
MHL,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1425,0,PCNT,,FAMILY_PLANNING,2007,80.5,,1,RP,F,,,,,,,EOF,
MMR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1525,0,PCNT,,FAMILY_PLANNING,2015,74.9,,1,RP,F,,,,,,,EOF,
PRY,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1728,0,PCNT,,FAMILY_PLANNING,2004,74,,1,RP,F,,,,,,,EOF,
PRY,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1735,0,PCNT,,FAMILY_PLANNING,2008,80.6,,1,RP,F,,,,,,,EOF,
SLB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1991,0,PCNT,,FAMILY_PLANNING,2015,38,,1,RP,F,,,,,,,EOF,
SLB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1989,0,PCNT,,FAMILY_PLANNING,2006,60,,1,RP,F,,,,,,,EOF,
MMR,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_1518,0,PCNT,,FAMILY_PLANNING,2001,58.5,,1,RP,F,,,,,,,EOF,
BEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_284,0,PCNT,,FAMILY_PLANNING,2014,25.9,,1,RP,F,,,,,,,EOF,
BEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_277,0,PCNT,,FAMILY_PLANNING,2006,17.5,,1,RP,F,,,,,,,EOF,
BEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_286,0,PCNT,,FAMILY_PLANNING,2017,28,,1,RP,F,,,,,,,EOF,
BEN,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_281,0,PCNT,,FAMILY_PLANNING,2011,22.4,,1,RP,F,,,,,,,EOF,
ZMB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2247,0,PCNT,,FAMILY_PLANNING,2001,41.5,,1,RP,F,,,,,,,EOF,
TTO,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2022,12.8,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
ZMB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2250,0,PCNT,,FAMILY_PLANNING,2007,48.9,,1,RP,F,,,,,,,EOF,
ZMB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2252,0,PCNT,,FAMILY_PLANNING,2013,62.4,,1,RP,F,,,,,,,EOF,
ZMB,MNCH_DEMAND_FP,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2254,0,PCNT,,FAMILY_PLANNING,2018,65.9,,1,RP,F,,,,,,,EOF,
YEM,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2911,0,PCNT,,FAMILY_PLANNING,2013,22.5,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
OMN,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2909,0,PCNT,,FAMILY_PLANNING,2008,17.2,,1,RP,F,,,,,Data pertain to nationals of the country.,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
SDGRC_ECA_ALL,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2918,0,PCNT,,FAMILY_PLANNING,2023,44.2,,1,RA,F,,,,,,,EOF,
IRQ,MNCH_DEMAND_FP,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2910,0,PCNT,,FAMILY_PLANNING,2018,43.8,,1,RP,F,,,,,,"United Nations Department of Economic and Social Affairs, Population Division (2024). World Contraceptive Use 2024",EOF,
